"CODE" "PLOT" "BLOCK" "TREAT" "DATE" "SPEC" "SP_CODE" "LIFE.FORM" "NO_STEMS" "BASAL_A" "HEIGHT_M" "LEAVES" "TRUNK" "WEIGHT" "SURV" "WET..g." "DRY" "WATER" "DBH1" "DBH2" "DBH3" "DBH4" "DBH5" "DBH6" "DBH7" "DBH8" "DBH9" "DBH10" "DBH11" "DBH12" "DBH13" "DBH14" "DBH15" "DBH16" "DBH17" "DBH18" "DBH19" "DBH20" "DBH21" "DBH22" "DBH23" "DBH24" "DBH25" "DBH26" "DBH27" "DBH28" "DBH29" "DBH30" "DBH31" "DBH32" "DBH33" "DBH34" "DBH35" "DBH36" "DBH37" "DBH38" "DBH39" "DBH40" "DBH41" "DBH42" "DBH43" "DBH44" "DBH45" "DBH46" "DBH47"
"69" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Lepistemon urceolatus" "LEPIUR" "vine" NA NA NA "0.09085" NA "0.09085" "KM" 17.27 5.37 11.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"70" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Euphorbia geniculata" "EUPHGE" "herb" NA NA NA "0.08641" NA "0.08641" "KM" 7.45 1.46 5.99 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"71" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Cyperus bifax" "CYPHBI" "sedge" NA NA NA "0.42" NA "0.42" "KM" 5.41 1.15 4.26 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"72" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Commersonia bartramia" "COMMBA" "tree" 1 NA NA "0.03323" "0.15523" "0.18846" "KM" 13.98 5.95 8.03 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"73" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Cordyline terminalis" "CORDTE" "herb" NA NA NA "0.04245" "0.03695" "0.0794" "KM" 21.51 5.57 15.94 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"74" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Stachytarpheta urticaefolia" "STACUR" "herb" NA NA NA "0.76" "0.675" "1.435" "KM" 11.24 2.69 8.55 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"75" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Urena lobata" "URENLO" "herb" NA NA NA "0.06911" "0.2" "0.26911" "KM" 10.03 3.64 6.39 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"76" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Piper umbellatum" "PIPEUM" "tree" 1 NA NA "0.05854" NA "0.05854" "KM" 21.63 3.43 18.2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"77" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Trichospermum pleiostigma" "TRICPL" "tree" 1 NA NA "0.05443" "0.0859" "0.14033" "KM" 11.86 3.25 8.61 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"78" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Paspalum conjugatum" "PASPCO" "grass" NA NA NA "0.1105" NA "0.1105" "KM" 4.14 0.66 3.48 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"79" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Paspalum sp. 1" "PASPS1" "grass" NA NA NA "0.07154" NA "0.07154" "KM" 3.53 0.95 2.58 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"80" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Ficus congesta" "FICUCO" "tree" 1 0.95 2.3 "0.06512" "0.21" "0.27512" "KM" 21.2 8.23 12.97 1.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"81" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Euphorbia hirta" "EUPHHI" "herb" NA NA NA "0.01682" NA "0.01682" "KM" 2.55 0.53 2.02 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"82" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Solanum sp. 1" "SOLAS1" "herb" NA NA NA "0.00421" NA "0.00421" "KM" 2.76 0.45 2.31 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"83" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Imperata cyllindrica" "IMPECY" "grass" NA NA NA "0.02269" NA "0.02269" "KM" 3.57 1.14 2.43 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"84" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Marsdenia velutina" "MARSVE" "vine" NA NA NA "0.01511" NA "0.01511" "KM" 6.57 1.47 5.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"85" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Tournefortia sarmentosa" "TOURSA" "shrub" NA NA NA "0.00812" "0.03299" "0.04111" "KM" 3.46 0.73 2.73 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"86" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Dioscorea sp. 1" "DIOSS1" "vine" NA NA NA "0.01307" NA "0.01307" "KM" 8.01 1.36 6.65 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"87" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Piper aduncum" "PIPEAD" "tree" 1 NA NA "0.645" "0.785" "1.43" "KM" 19.03 2.9 16.13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"88" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Trema orientalis" "TREMOR" "tree" 1 NA NA "0.92" "2.39" "3.31" "KM" 15.67 3.98 11.69 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"89" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Ficus variegata" "FICUVA" "tree" 1 NA NA "0.02808" "0.215" "0.24308" "KM" 15.59 3.35 12.24 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"90" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Urena lobata" "URENLO" "herb" NA NA NA "0.215" NA "0.215" "KM" 15.29 4.13 11.16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"91" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Sorghum propinquum" "SORGPR" "grass" NA NA NA "0.65" NA "0.65" "KM" 4.74 0.98 3.76 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"92" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Calopogonium mucunoides" "CALOMU" "vine" NA NA NA "18.34" NA "18.34" "KM" 12.94 2.91 10.03 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"93" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Ageratum conyzoides" "AGERCO" "herb" NA NA NA "1.175" NA "1.175" "KM" 12.26 1.61 10.65 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"94" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Cordyline terminalis" "CORDTE" "herb" NA NA NA "0.01774" NA "0.01774" "KM" 4.26 0.4 3.86 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"95" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Euphorbia hirta" "EUPHHI" "herb" NA NA NA "0.03562" NA "0.03562" "KM" 5.14 0.96 4.18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"96" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Dioscorea sp. 1" "DIOSS1" "vine" NA NA NA "0.01265" NA "0.01265" "KM" 4.82 0.79 4.03 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"97" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Hyptis capitata" "HYPTCA" "herb" NA NA NA "0.01855" NA "0.01855" "KM" 2.88 0.48 2.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"98" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Solanum sp. 1" "SOLAS1" "herb" NA NA NA "0.00491" NA "0.00491" "KM" 1.59 0.15 1.44 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"99" "WG2P1" "P1" "WG2" "WEEVIL125" "08/11/16" "Melanolepis multiglandulosa" "MELAMU" "tree" 4 53.74 3.58 "10.87" "21.145" "32.015" "KM" 16.07 3.46 12.61 6.5 4.2 1.8 2.3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"100" "WG2P1" "P1" "WG2" "WEEVIL125" "08/11/16" "Cordyline terminalis" "CORDTE" "herb" NA NA NA "1.125" "1.255" "2.38" "KM" 28.36 7.41 20.95 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"101" "WG2P1" "P1" "WG2" "WEEVIL125" "08/11/16" "Mikania micrantha" "MIKAMI" "vine" NA NA NA "2.38" NA "2.38" "KM" 17.73 2.04 15.69 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"102" "WG2P1" "P1" "WG2" "WEEVIL125" "08/11/16" "Piper umbellatum" "PIPEUM" "tree" 1 NA NA "0.29" "0.32" "0.61" "KM" 13.66 2.06 11.6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"103" "WG2P1" "P1" "WG2" "WEEVIL125" "08/11/16" "Piptrus argenteus" "PIPTAR" "tree" 1 NA NA "0.10037" "0.13743" "0.2378" "KM" 16.76 4.99 11.77 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"104" "WG2P1" "P1" "WG2" "WEEVIL125" "08/11/16" "Synedrella nodiflora" "SYNENO" "herb" NA NA NA "0.335" NA "0.335" "KM" 6.48 1.45 5.03 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"105" "WG2P1" "P1" "WG2" "WEEVIL125" "08/11/16" "Paspalum sp. 1" "PASPS1" "grass" NA NA NA "2.03" NA "2.03" "KM" 3.75 1.34 2.41 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"106" "WG2P1" "P1" "WG2" "WEEVIL125" "08/11/16" "Paspalum conjugatum" "PASPCO" "grass" NA NA NA "0.32" NA "0.32" "KM" 4.99 1.09 3.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"107" "WG2P1" "P1" "WG2" "WEEVIL125" "08/11/16" "Ageratum conyzoides" "AGERCO" "herb" NA NA NA "0.03017" NA "0.03017" "KM" 4.84 0.75 4.09 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"108" "WG2P1" "P1" "WG2" "WEEVIL125" "08/11/16" "Phylacium bracteosum" "PHYLBR" "vine" NA NA NA "0.09266" NA "0.09266" "KM" 12.36 9.32 3.04 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"109" "WG2P1" "P1" "WG2" "WEEVIL125" "08/11/16" "Davallia denticulata" "DAVADE" "fern" NA NA NA "0.11178" NA "0.11178" "KM" 3.59 0.48 3.11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"110" "WG2P2" "P2" "WG2" "FUNGICIDE" "08/10/16" "Trema orientalis" "TREMOR" "tree" 1 45.36 6.4 "7.815" "16.66" "24.475" "KM" 22.99 7.92 15.07 7.6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"111" "WG2P2" "P2" "WG2" "FUNGICIDE" "08/10/16" "Piptrus argenteus" "PIPTAR" "tree" 1 NA NA "0.445" "0.295" "0.74" "KM" 20.4 6.32 14.08 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"112" "WG2P2" "P2" "WG2" "FUNGICIDE" "08/10/16" "Mikania micrantha" "MIKAMI" "vine" NA NA NA "10.755" NA "10.755" "KM" 21.84 1.93 19.91 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"113" "WG2P2" "P2" "WG2" "FUNGICIDE" "08/10/16" "Piper umbellatum" "PIPEUM" "tree" 1 NA NA "0.295" "0.22" "0.515" "KM" 14.96 2.19 12.77 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"114" "WG2P2" "P2" "WG2" "FUNGICIDE" "08/10/16" "Crassocephalum crepidioides" "CRASCR" "herb" NA NA NA "0.02554" NA "0.02554" "KM" 8.16 0.24 7.92 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"115" "WG2P2" "P2" "WG2" "FUNGICIDE" "08/10/16" "Euphorbia hirta" "EUPHHI" "herb" NA NA NA "0.05438" NA "0.05438" "KM" 11.28 2.09 9.19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"116" "WG2P2" "P2" "WG2" "FUNGICIDE" "08/10/16" "Sphaerostephanos unitus" "SPHAUN" "fern" NA NA NA "0.01779" NA "0.01779" "KM" 5.58 1.43 4.15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"117" "WG2P2" "P2" "WG2" "FUNGICIDE" "08/10/16" "Ageratum conyzoides" "AGERCO" "herb" NA NA NA "0.04753" NA "0.04753" "KM" 4.12 0.54 3.58 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"118" "WG2P2" "P2" "WG2" "FUNGICIDE" "08/10/16" "Phylacium bracteosum" "PHYLBR" "vine" NA NA NA "0.10112" NA "0.10112" "KM" 9.97 2.2 7.77 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"119" "WG2P2" "P2" "WG2" "FUNGICIDE" "08/10/16" "Lepistemon urceolatus" "LEPIUR" "vine" NA NA NA "0.04674" NA "0.04674" "KM" 11.47 3.03 8.44 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"120" "WG2P2" "P2" "WG2" "FUNGICIDE" "08/10/16" "Pueraria triloba" "PUERTR" "vine" NA NA NA "0.09547" NA "0.09547" "KM" 5.61 1.35 4.26 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"121" "WG2P3" "P3" "WG2" "PREDATOR" "08/08/16" "Trema orientalis" "TREMOR" "tree" 1 26.42 5 "5.68" "7.295" "12.975" "KM" 28.11 26 2.11 5.8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"122" "WG2P3" "P3" "WG2" "PREDATOR" "08/08/16" "Imperata cyllindrica" "IMPECY" "grass" NA NA NA "7.265" NA "7.265" "KM" 13.1 4.15 8.95 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"123" "WG2P3" "P3" "WG2" "PREDATOR" "08/08/16" "Piper umbellatum" "PIPEUM" "tree" 1 NA NA "0.86" "0.835" "1.695" "KM" 27.73 4.81 22.92 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"124" "WG2P3" "P3" "WG2" "PREDATOR" "08/08/16" "Mikania micrantha" "MIKAMI" "vine" NA NA NA "0.585" NA "0.585" "KM" 23.16 3.29 19.87 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"125" "WG2P3" "P3" "WG2" "PREDATOR" "08/08/16" "Ageratum conyzoides" "AGERCO" "herb" NA NA NA "0.57" NA "0.57" "KM" 14.85 2.34 12.51 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"126" "WG2P3" "P3" "WG2" "PREDATOR" "08/08/16" "Euphorbia hirta" "EUPHHI" "herb" NA NA NA "0.07417" NA "0.07417" "KM" 6.12 1.37 4.75 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"127" "WG2P3" "P3" "WG2" "PREDATOR" "08/08/16" "Piptrus argenteus" "PIPTAR" "tree" NA NA NA "0.1388" NA "0.1388" "KM" 20.45 6.79 13.66 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"128" "WG2P3" "P3" "WG2" "PREDATOR" "08/08/16" "Crassocephalum crepidioides" "CRASCR" "herb" NA NA NA "0.01637" NA "0.01637" "KM" 7.01 0.63 6.38 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"129" "WG2P3" "P3" "WG2" "PREDATOR" "08/08/16" "Piper aduncum" "PIPEAD" "tree" NA NA NA "0.04662" NA "0.04662" "KM" 18.7 3.23 15.47 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"130" "WG2P4" "P4" "WG2" "WEEVIL25" "08/13/16" "Piptrus argenteus" "PIPTAR" "tree" 9 67.81 2.93 "18.05" "30.965" "49.015" "KM" 22.6 7.11 15.49 4.3 3.2 4.2 3.3 2.5 2.3 2.8 2.1 2.3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"131" "WG2P4" "P4" "WG2" "WEEVIL25" "08/13/16" "Synedrella nodiflora" "SYNENO" "herb" NA NA NA "0.69" NA "0.69" "KM" 7.77 1.96 5.81 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"132" "WG2P4" "P4" "WG2" "WEEVIL25" "08/13/16" "Paspalum conjugatum" "PASPCO" "grass" NA NA NA "0.09707" NA "0.09707" "KM" 5.24 1.2 4.04 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"133" "WG2P4" "P4" "WG2" "WEEVIL25" "08/13/16" "Artocarpus lakoocha" "ARTOLA" "tree" NA NA NA "0.08146" NA "0.08146" "KM" 17.25 4.14 13.11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"134" "WG2P4" "P4" "WG2" "WEEVIL25" "08/13/16" "Phylacium bracteosum" "PHYLBR" "vine" NA NA NA "0.05595" NA "0.05595" "KM" 11.04 3.16 7.88 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"135" "WG2P4" "P4" "WG2" "WEEVIL25" "08/13/16" "Ageratum conyzoides" "AGERCO" "herb" NA NA NA "0.1615" NA "0.1615" "KM" 7.58 1.11 6.47 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"136" "WG2P4" "P4" "WG2" "WEEVIL25" "08/13/16" "Piper umbellatum" "PIPEUM" "tree" 1 NA NA "0.01117" NA "0.01117" "KM" 6.11 0.81 5.3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"137" "WG2P4" "P4" "WG2" "WEEVIL25" "08/13/16" "Piper aduncum" "PIPEAD" "tree" NA NA NA "0.00564" NA "0.00564" "KM" 2.87 0.38 2.49 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"138" "WG2P4" "P4" "WG2" "WEEVIL25" "08/13/16" "Crassocephalum crepidioides" "CRASCR" "herb" NA NA NA "0.15726" NA "0.15726" "KM" 6.69 0.13 6.56 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"139" "WG2P4" "P4" "WG2" "WEEVIL25" "08/13/16" "Dichapetalum papuanum" "DICHPA" "vine" NA NA NA "0.0327" NA "0.0327" "KM" 11.65 3.52 8.13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
